player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,gls.1,ast.1,g+a.1,g-pk.1,g+a-pk,matches,team_name,season,team_id
Denivys,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2023,2-gejgcYxatl
Gustavo,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2023,2-gejgcYxatl
Lucas Rocha,br BRA,DF,27.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2023,2-gejgcYxatl
Sammuel,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2023,2-gejgcYxatl
Marlon,br BRA,MF,32.0,36,36,2571.0,28.6,4.0,5.0,9.0,3.0,1.0,2.0,7.0,0.0,0.14,0.18,0.32,0.11,0.28,Matches,novorizontino,2023,sKFkGxmw0nov
Geovane,br BRA,MF,33.0,35,35,2869.0,31.9,5.0,2.0,7.0,5.0,0.0,0.0,7.0,0.0,0.16,0.06,0.22,0.16,0.22,Matches,novorizontino,2023,sKFkGxmw0nov
Adriano Martins,br BRA,DF,25.0,35,34,3010.0,33.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.03,0.0,0.03,0.03,0.03,Matches,novorizontino,2023,sKFkGxmw0nov
Jordi Almeida,br BRA,GK,29.0,33,33,2896.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Aylon,br BRA,"FW,MF",30.0,35,33,2268.0,25.2,6.0,3.0,9.0,6.0,0.0,0.0,7.0,0.0,0.24,0.12,0.36,0.24,0.36,Matches,novorizontino,2023,sKFkGxmw0nov
Willean Lepo,br BRA,"MF,DF",26.0,33,30,2690.0,29.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,novorizontino,2023,sKFkGxmw0nov
Douglas Baggio,br BRA,"FW,MF",27.0,36,28,2212.0,24.6,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,0.2,0.08,0.28,0.2,0.28,Matches,novorizontino,2023,sKFkGxmw0nov
Ronaldo,br BRA,FW,31.0,36,28,2105.0,23.4,6.0,2.0,8.0,5.0,1.0,2.0,5.0,0.0,0.26,0.09,0.34,0.21,0.3,Matches,novorizontino,2023,sKFkGxmw0nov
César,br BRA,DF,30.0,27,27,2278.0,25.3,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,novorizontino,2023,sKFkGxmw0nov
Reverson,br BRA,"DF,MF",25.0,30,24,2283.0,25.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.04,0.04,0.08,0.04,0.08,Matches,novorizontino,2023,sKFkGxmw0nov
Ligger,br BRA,DF,34.0,22,21,1644.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Renato Palma,br BRA,DF,31.0,20,18,1581.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Romulo,br BRA,"MF,FW",21.0,32,10,1436.0,16.0,7.0,4.0,11.0,7.0,0.0,0.0,1.0,0.0,0.44,0.25,0.69,0.44,0.69,Matches,novorizontino,2023,sKFkGxmw0nov
Léo Tocantins,br BRA,MF,23.0,21,10,1035.0,11.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,novorizontino,2023,sKFkGxmw0nov
Roberto Heuchayer,br BRA,"MF,DF",32.0,13,10,856.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Rodolfo,br BRA,FW,30.0,20,8,763.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,novorizontino,2023,sKFkGxmw0nov
Raul Prata,br BRA,MF,35.0,10,7,631.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,novorizontino,2023,sKFkGxmw0nov
Georgemy Gonçalves,br BRA,GK,27.0,6,5,524.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Felipe Marques,br BRA,"FW,MF",33.0,24,4,773.0,8.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,novorizontino,2023,sKFkGxmw0nov
Zé Mateus,br BRA,"MF,FW",28.0,14,4,584.0,6.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,novorizontino,2023,sKFkGxmw0nov
Jenison,br BRA,FW,31.0,31,3,805.0,8.9,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.45,0.45,0.0,0.45,Matches,novorizontino,2023,sKFkGxmw0nov
Ricardinho,br BRA,MF,33.0,19,3,638.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Denner,br BRA,"FW,MF",23.0,4,3,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Paulo Eduardo,br BRA,"MF,FW",20.0,5,2,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Guilherme Matos,br BRA,DF,21.0,4,1,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
João Afonso Crispim,br BRA,MF,27.0,5,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Biel Fonseca,br BRA,MF,20.0,13,0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Joãozinho,br BRA,"FW,MF",34.0,5,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Luisão,br BRA,DF,19.0,2,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Bruno Costa,br BRA,FW,22.0,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Bryan,br BRA,DF,26.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023,sKFkGxmw0nov
Vinicius Almeida,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Arthur Barbosa,br BRA,DF,16.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Lucas Brune Café,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Kaique dos Santos,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Renan Gorne,br BRA,FW,26.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Hiago,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Daiki Matsuoka,jp JPN,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Lucas Pereira,br BRA,GK,24.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Bryan Rabello,cl CHI,"FW,MF",28.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Pedro Rinaldi,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Bruno Silva,br BRA,"DF,MF",34.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023,sKFkGxmw0nov
Alex Muralha,br BRA,GK,33.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Chico,br BRA,MF,31.0,37,37,2722.0,30.2,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches,mirassol,2023,zwepI3jL_mir
Luiz Otávio,br BRA,DF,30.0,36,36,3195.0,35.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,mirassol,2023,zwepI3jL_mir
Gabriel,br BRA,"MF,FW",33.0,36,36,2733.0,30.4,6.0,2.0,8.0,4.0,2.0,3.0,7.0,0.0,0.2,0.07,0.26,0.13,0.2,Matches,mirassol,2023,zwepI3jL_mir
Lucas Ramon,br BRA,DF,28.0,35,35,2913.0,32.4,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,mirassol,2023,zwepI3jL_mir
Negueba,br BRA,"MF,FW",23.0,35,35,2771.0,30.8,4.0,5.0,9.0,4.0,0.0,0.0,8.0,0.0,0.13,0.16,0.29,0.13,0.29,Matches,mirassol,2023,zwepI3jL_mir
Danielzinho,br BRA,MF,28.0,33,31,2715.0,30.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,mirassol,2023,zwepI3jL_mir
Guilherme Biro,br BRA,DF,22.0,29,26,2238.0,24.9,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.08,0.12,0.2,0.08,0.2,Matches,mirassol,2023,zwepI3jL_mir
Thalisson Kelven,br BRA,DF,24.0,27,24,2198.0,24.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.12,0.04,0.16,0.12,0.16,Matches,mirassol,2023,zwepI3jL_mir
Zé Roberto,br BRA,"FW,MF",29.0,19,19,1366.0,15.2,8.0,3.0,11.0,4.0,4.0,5.0,6.0,1.0,0.53,0.2,0.72,0.26,0.46,Matches,mirassol,2023,zwepI3jL_mir
Yuri Oliveira Lima,br BRA,MF,28.0,22,16,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Rodrigo Sam,br BRA,DF,27.0,23,14,1404.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Neto Moura,br BRA,MF,26.0,14,12,1044.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Manoel Neto,br BRA,DF,26.0,18,11,1039.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Reinaldo Kauan,br BRA,FW,20.0,16,10,808.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,mirassol,2023,zwepI3jL_mir
Fernandinho,br BRA,"MF,FW",25.0,31,9,1252.0,13.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.07,0.14,0.22,0.07,0.22,Matches,mirassol,2023,zwepI3jL_mir
Cristian Renato,br BRA,FW,22.0,32,8,1028.0,11.4,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,mirassol,2023,zwepI3jL_mir
Leandro Vilela,br BRA,MF,27.0,13,8,652.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,mirassol,2023,zwepI3jL_mir
Fernando Camilo Farias,br BRA,"MF,FW",36.0,32,4,791.0,8.8,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.23,0.34,0.57,0.23,0.57,Matches,mirassol,2023,zwepI3jL_mir
Heitor,br BRA,DF,22.0,9,2,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Reniê,br BRA,DF,33.0,3,2,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Julimar,br BRA,MF,22.0,19,1,531.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.17,0.0,0.17,0.17,0.17,Matches,mirassol,2023,zwepI3jL_mir
Flávio,br BRA,MF,22.0,11,1,277.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,mirassol,2023,zwepI3jL_mir
Rodrigo Ferreira,br BRA,DF,27.0,5,1,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Cedric,br BRA,DF,24.0,5,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Silvio Junior,br BRA,MF,32.0,6,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Vico Duarte,br BRA,FW,26.0,8,0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Matheusinho,br BRA,FW,24.0,3,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Juninho,br BRA,MF,19.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Paulinho,br BRA,MF,33.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
Bruno Cortez,br BRA,DF,35.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023,zwepI3jL_mir
César Reis,br BRA,GK,27.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Matches,mirassol,2023,zwepI3jL_mir
Darley Ramon Torres,br BRA,GK,33.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2023,zwepI3jL_mir
Breno Roma,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2023,zwepI3jL_mir
Wesley Santos,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2023,zwepI3jL_mir
Miguel Silva,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2023,zwepI3jL_mir
Rafael Thyere,br BRA,DF,29.0,31,31,2752.0,30.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,sport_recife,2023,p-AWCjKMTspo
Vágner Love,br BRA,FW,38.0,33,31,2584.0,28.7,11.0,4.0,15.0,11.0,0.0,1.0,2.0,0.0,0.38,0.14,0.52,0.38,0.52,Matches,sport_recife,2023,p-AWCjKMTspo
José Sabino,br BRA,DF,26.0,30,30,2613.0,29.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,sport_recife,2023,p-AWCjKMTspo
Jorginho,br BRA,"MF,FW",32.0,27,25,2099.0,23.3,7.0,5.0,12.0,7.0,0.0,0.0,6.0,0.0,0.3,0.21,0.51,0.3,0.51,Matches,sport_recife,2023,p-AWCjKMTspo
Ronaldo Henrique,br BRA,MF,28.0,28,25,2039.0,22.7,4.0,2.0,6.0,1.0,3.0,4.0,8.0,1.0,0.18,0.09,0.26,0.04,0.13,Matches,sport_recife,2023,p-AWCjKMTspo
Renan dos Santos,br BRA,GK,33.0,24,24,2115.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
André Filipinho,br BRA,DF,26.0,33,23,2175.0,24.2,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.12,0.04,0.17,0.12,0.17,Matches,sport_recife,2023,p-AWCjKMTspo
Luciano Juba,br BRA,MF,23.0,23,23,1991.0,22.1,7.0,5.0,12.0,7.0,0.0,0.0,2.0,0.0,0.32,0.23,0.54,0.32,0.54,Matches,sport_recife,2023,p-AWCjKMTspo
Fábio Gonçalves,br BRA,MF,36.0,27,21,1815.0,20.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,sport_recife,2023,p-AWCjKMTspo
Fábio Matheus,br BRA,MF,19.0,27,18,1701.0,18.9,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.16,0.05,0.21,0.16,0.21,Matches,sport_recife,2023,p-AWCjKMTspo
Ewerton,br BRA,DF,22.0,27,17,1648.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,sport_recife,2023,p-AWCjKMTspo
Edinho,br BRA,"MF,FW",28.0,34,17,1627.0,18.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.11,0.22,0.33,0.11,0.33,Matches,sport_recife,2023,p-AWCjKMTspo
Eduardo,br BRA,DF,36.0,17,15,1026.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,sport_recife,2023,p-AWCjKMTspo
Igor Cariús,br BRA,DF,29.0,15,12,1028.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,sport_recife,2023,p-AWCjKMTspo
Facundo Labandeira,uy URU,"FW,MF",26.0,20,12,991.0,11.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.09,0.27,0.36,0.09,0.36,Matches,sport_recife,2023,p-AWCjKMTspo
Fabrício,br BRA,"MF,FW",25.0,23,11,946.0,10.5,4.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,0.38,0.19,0.57,0.29,0.48,Matches,sport_recife,2023,p-AWCjKMTspo
Denis,br BRA,GK,35.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Chico,br BRA,DF,24.0,11,9,897.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Felipe,br BRA,MF,28.0,15,9,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Alan Ruiz,ar ARG,"FW,MF",29.0,17,9,816.0,9.1,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.22,0.11,0.33,0.22,0.33,Matches,sport_recife,2023,p-AWCjKMTspo
Alisson Cassiano,br BRA,DF,28.0,10,6,597.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Peglow,br BRA,"FW,MF",21.0,12,6,557.0,6.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.32,0.16,0.48,0.32,0.48,Matches,sport_recife,2023,p-AWCjKMTspo
Roberto Rosales,ve VEN,DF,34.0,9,4,523.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,sport_recife,2023,p-AWCjKMTspo
Pedro Victor,br BRA,MF,22.0,11,4,422.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Jordan,br BRA,GK,24.0,5,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Diego Souza,br BRA,"FW,MF",37.0,11,3,490.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,sport_recife,2023,p-AWCjKMTspo
Wanderson,bg BUL,"MF,FW",35.0,13,3,351.0,3.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,Matches,sport_recife,2023,p-AWCjKMTspo
Edison Negueba,br BRA,FW,22.0,4,3,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Matheus de Vargas,br BRA,MF,26.0,5,3,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Gabriel Santos,br BRA,FW,23.0,13,2,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Helber Italo,br BRA,MF,20.0,7,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Renzo,br BRA,DF,21.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Juan Xavier,br BRA,MF,20.0,5,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Nathan,br BRA,DF,24.0,3,1,78.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,0.0,1.15,Matches,sport_recife,2023,p-AWCjKMTspo
Victor Gabriel,br BRA,DF,18.0,4,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Lucas André,br BRA,MF,20.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Michel,br BRA,MF,25.0,7,0,124.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.73,0.73,Matches,sport_recife,2023,p-AWCjKMTspo
Paulinho,br BRA,FW,20.0,1,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Kayke Rodrigues,br BRA,FW,34.0,5,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Deyvson,br BRA,MF,20.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Gean Carlos,br BRA,FW,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023,p-AWCjKMTspo
Matheus Baraka,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2023,p-AWCjKMTspo
Denival,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2023,p-AWCjKMTspo
João Igor,br BRA,MF,26.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2023,p-AWCjKMTspo
Júnior Dênis,br BRA,GK,24.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,vila_nova,2023,nR4qmNiWxvil
Rafael Donato,br BRA,DF,33.0,37,37,3330.0,37.0,6.0,0.0,6.0,6.0,0.0,0.0,7.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,vila_nova,2023,nR4qmNiWxvil
Eduardo Doma,br BRA,DF,24.0,35,35,3053.0,33.9,2.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,vila_nova,2023,nR4qmNiWxvil
Rodrigo,br BRA,DF,19.0,35,35,3016.0,33.5,1.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,0.03,0.12,0.15,0.03,0.15,Matches,vila_nova,2023,nR4qmNiWxvil
Guilherme Parede,br BRA,"MF,FW",27.0,34,34,2886.0,32.1,6.0,5.0,11.0,6.0,0.0,1.0,4.0,0.0,0.19,0.16,0.34,0.19,0.34,Matches,vila_nova,2023,nR4qmNiWxvil
Lourenço,br BRA,MF,25.0,34,33,2559.0,28.4,3.0,3.0,6.0,3.0,0.0,0.0,9.0,0.0,0.11,0.11,0.21,0.11,0.21,Matches,vila_nova,2023,nR4qmNiWxvil
Ralf,br BRA,MF,38.0,31,29,2481.0,27.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,vila_nova,2023,nR4qmNiWxvil
Caio Dantas,br BRA,"FW,MF",29.0,32,29,2202.0,24.5,10.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.41,0.08,0.49,0.41,0.49,Matches,vila_nova,2023,nR4qmNiWxvil
Léo Duarte,br BRA,DF,23.0,29,27,2089.0,23.2,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,vila_nova,2023,nR4qmNiWxvil
Neto Pessoa,br BRA,FW,28.0,31,23,1905.0,21.2,3.0,4.0,7.0,3.0,0.0,1.0,6.0,0.0,0.14,0.19,0.33,0.14,0.33,Matches,vila_nova,2023,nR4qmNiWxvil
